0.000000 	 0.000000 	 0.000000 	 -1
5.578000 	 0.000000 	 0.000000 	 1
11.156000 	 0.000000 	 0.000000 	 -1
16.734000 	 0.000000 	 0.000000 	 1
22.312000 	 0.000000 	 0.000000 	 -1
0.000000 	 5.578000 	 0.000000 	 1
5.578000 	 5.578000 	 0.000000 	 -1
11.156000 	 5.578000 	 0.000000 	 1
16.734000 	 5.578000 	 0.000000 	 -1
22.312000 	 5.578000 	 0.000000 	 1
0.000000 	 11.156000 	 0.000000 	 -1
5.578000 	 11.156000 	 0.000000 	 1
11.156000 	 11.156000 	 0.000000 	 -1
16.734000 	 11.156000 	 0.000000 	 1
22.312000 	 11.156000 	 0.000000 	 -1
0.000000 	 16.734000 	 0.000000 	 1
5.578000 	 16.734000 	 0.000000 	 -1
11.156000 	 16.734000 	 0.000000 	 1
16.734000 	 16.734000 	 0.000000 	 -1
22.312000 	 16.734000 	 0.000000 	 1
0.000000 	 22.312000 	 0.000000 	 -1
5.578000 	 22.312000 	 0.000000 	 1
11.156000 	 22.312000 	 0.000000 	 -1
16.734000 	 22.312000 	 0.000000 	 1
22.312000 	 22.312000 	 0.000000 	 -1
0.000000 	 0.000000 	 5.578000 	 1
5.578000 	 0.000000 	 5.578000 	 -1
11.156000 	 0.000000 	 5.578000 	 1
16.734000 	 0.000000 	 5.578000 	 -1
22.312000 	 0.000000 	 5.578000 	 1
0.000000 	 5.578000 	 5.578000 	 -1
5.578000 	 5.578000 	 5.578000 	 1
11.156000 	 5.578000 	 5.578000 	 -1
16.734000 	 5.578000 	 5.578000 	 1
22.312000 	 5.578000 	 5.578000 	 -1
0.000000 	 11.156000 	 5.578000 	 1
5.578000 	 11.156000 	 5.578000 	 -1
11.156000 	 11.156000 	 5.578000 	 1
16.734000 	 11.156000 	 5.578000 	 -1
22.312000 	 11.156000 	 5.578000 	 1
0.000000 	 16.734000 	 5.578000 	 -1
5.578000 	 16.734000 	 5.578000 	 1
11.156000 	 16.734000 	 5.578000 	 -1
16.734000 	 16.734000 	 5.578000 	 1
22.312000 	 16.734000 	 5.578000 	 -1
0.000000 	 22.312000 	 5.578000 	 1
5.578000 	 22.312000 	 5.578000 	 -1
11.156000 	 22.312000 	 5.578000 	 1
16.734000 	 22.312000 	 5.578000 	 -1
22.312000 	 22.312000 	 5.578000 	 1
0.000000 	 0.000000 	 11.156000 	 -1
5.578000 	 0.000000 	 11.156000 	 1
11.156000 	 0.000000 	 11.156000 	 -1
