0 	 1 	 5.578000 	 0.000000 	 -2.581768
0 	 2 	 11.156000 	 -2.000000 	 1.290753
0 	 3 	 11.156000 	 0.000000 	 -1.290758
0 	 4 	 5.578000 	 -2.000000 	 2.581482
0 	 5 	 5.578000 	 0.000000 	 -2.581768
0 	 6 	 7.888483 	 -2.000000 	 1.825397
0 	 7 	 12.472787 	 0.000000 	 -1.154487
0 	 8 	 12.472787 	 -2.000000 	 1.154485
0 	 9 	 7.888483 	 0.000000 	 -1.825437
0 	 10 	 11.156000 	 -2.000000 	 1.290753
0 	 11 	 12.472787 	 0.000000 	 -1.154487
0 	 12 	 15.776967 	 -2.000000 	 0.912700
0 	 13 	 15.776967 	 0.000000 	 -0.912701
0 	 14 	 12.472787 	 -2.000000 	 1.154485
0 	 15 	 11.156000 	 0.000000 	 -1.290758
0 	 16 	 12.472787 	 -2.000000 	 1.154485
0 	 17 	 15.776967 	 0.000000 	 -0.912701
0 	 18 	 15.776967 	 -2.000000 	 0.912700
0 	 19 	 12.472787 	 0.000000 	 -1.154487
0 	 20 	 5.578000 	 -2.000000 	 2.581482
0 	 21 	 7.888483 	 0.000000 	 -1.825437
0 	 22 	 12.472787 	 -2.000000 	 1.154485
0 	 23 	 12.472787 	 0.000000 	 -1.154487
0 	 24 	 7.888483 	 -2.000000 	 1.825397
0 	 25 	 5.578000 	 0.000000 	 -2.581768
0 	 26 	 7.888483 	 -2.000000 	 1.825397
0 	 27 	 12.472787 	 0.000000 	 -1.154487
0 	 28 	 12.472787 	 -2.000000 	 1.154485
0 	 29 	 7.888483 	 0.000000 	 -1.825437
0 	 30 	 7.888483 	 -2.000000 	 1.825397
0 	 31 	 9.661379 	 0.000000 	 -1.490444
0 	 32 	 13.663254 	 -2.000000 	 1.053896
0 	 33 	 13.663254 	 0.000000 	 -1.053897
0 	 34 	 9.661379 	 -2.000000 	 1.490432
0 	 35 	 12.472787 	 0.000000 	 -1.154487
0 	 36 	 13.663254 	 -2.000000 	 1.053896
0 	 37 	 16.734000 	 0.000000 	 -0.860503
0 	 38 	 16.734000 	 -2.000000 	 0.860502
0 	 39 	 13.663254 	 0.000000 	 -1.053897
0 	 40 	 12.472787 	 -2.000000 	 1.154485
0 	 41 	 13.663254 	 0.000000 	 -1.053897
0 	 42 	 16.734000 	 -2.000000 	 0.860502
0 	 43 	 16.734000 	 0.000000 	 -0.860503
0 	 44 	 13.663254 	 -2.000000 	 1.053896
0 	 45 	 7.888483 	 0.000000 	 -1.825437
0 	 46 	 9.661379 	 -2.000000 	 1.490432
0 	 47 	 13.663254 	 0.000000 	 -1.053897
0 	 48 	 13.663254 	 -2.000000 	 1.053896
0 	 49 	 9.661379 	 0.000000 	 -1.490444
0 	 50 	 11.156000 	 -2.000000 	 1.290753
0 	 51 	 12.472787 	 0.000000 	 -1.154487
0 	 52 	 15.776967 	 -2.000000 	 0.912700
0 	 53 	 15.776967 	 0.000000 	 -0.912701
0 	 54 	 12.472787 	 -2.000000 	 1.154485
0 	 55 	 12.472787 	 0.000000 	 -1.154487
